Symbol	GeneID
CR_05730C_A	3646698
PTC4	3646697
CR_05750W_A	3646696
CR_05760C_A	3646695
CR_05770W_A	3646694
MTG2	3646693
DBP8	3646692
CR_05640C_A	3646690
BRF1	3646689
SDA1	3646688
HMO1	3646685
CR_05680C_A	3646684
MCT1	3646683
CR_05890C_A	3646682
CR_05900W_A	3646681
CR_05910W_A	3646680
SWD2	3646677
C1_07560W_A	3646676
C1_07570C_A	3646675
PRY1	3646674
C1_07590C_A	3646673
ATP7	3646672
C1_07610C_A	3646671
PIR32	3646670
GPI8	3646669
C1_07470C_A	3646668
C1_07480C_A	3646667
C1_07490C_A	3646666
LHP1	3646665
C1_07510W_A	3646664
IST2	3646662
BBC1	3646661
C1_07630W_A	3646660
C1_07640C_A	3646659
C1_07650W_A	3646657
C1_07660W_A	3646656
CR_06620W_A	3646631
STE2	3646630
RGS2	3646629
CR_06580W_A	3646627
GCN5	3646626
SOL3	3646625
CR_06690C_A	3646624
CR_06680C_A	3646623
CFL11	3646622
SEO1	3646621
CR_06650C_A	3646620
CR_06640C_A	3646619
LSC2	3646618
PUP2	3646617
CR_06740W_A	3646616
APG7	3646615
NMD3	3646614
SPF1	3646573
C2_06530W_A	3646572
C2_06520C_A	3646571
C2_06510W_A	3646570
C2_06490W_A	3646569
C2_06480W_A	3646568
RTA2	3646567
RTA3	3646566
C2_06440C_A	3646565
C2_06620W_A	3646564
C2_06600W_A	3646563
GIT1	3646562
C2_06570C_A	3646561
C2_06550W_A	3646559
C2_06430C_A	3646558
RTS1	3646557
IMH3	3646556
SCP1	3646554
CWH41	3646533
C4_06090C_A	3646532
FMT1	3646530
VPS13	3646528
NIF3	3646527
PPS1	3646526
PGA49	3646525
VPS11	3646524
MED3	3646522
C4_06040W_A	3646521
CMD1	3646520
C4_06020C_A	3646519
HOS1	3646518
ALG1	3646517
C4_05980C_A	3646516
C4_05970W_A	3646514
C1_08610C_A	3646512
GCD6	3646510
ERG1	3646509
VCX1	3646508
SAM4	3646506
GCV2	3646505
C1_08390C_A	3646504
TEF2	3646502
PCL2	3646501
TCP1	3646499
GCF1	3646498
C1_08540C_A	3646497
C1_08530W_A	3646496
C1_08520C_A	3646495
EAF6	3646494
ENO1	3646493
C1_08490W_A	3646492
APS3	3646491
C1_08470W_A	3646490
UPC2	3646489
CDC42	3646488
C1_08440C_A	3646487
CAF16	3646486
GCR3	3646485
C1_04040C_A	3646429
C1_04030W_A	3646428
CSH1	3646427
C1_04010C_A	3646426
KTR4	3646425
C1_03990W_A	3646424
SPC19	3646423
MFALPHA	3646420
C1_03960C_A	3646418
C1_03950C_A	3646417
C1_03940W_A	3646415
C1_03930W_A	3646414
C1_03920C_A	3646413
C1_03910C_A	3646412
SEN15	3646411
C1_03880C_A	3646409
C1_03870C_A	3646407
BNI4	3646406
HGT9	3646404
CR_05100W_A	3646403
CR_05120W_A	3646402
CR_05130C_A	3646401
CR_05140W_A	3646400
CR_05160C_A	3646399
FDH1	3646398
SDH2	3646397
CR_04980C_A	3646395
CR_04970C_A	3646394
CRG1	3646393
CR_04990C_A	3646391
CR_05010W_A	3646389
CR_05030W_A	3646388
GLN1	3646386
C5_03210C_A	3646364
BUB3	3646362
RMS1	3646361
C5_03260C_A	3646360
TEF4	3646359
CAM1-1	3646358
C5_03300C_A	3646357
PCL1	3646356
ZCF14	3646355
ZCF13	3646354
QCR2	3646352
RPO26	3646351
C5_03370C_A	3646350
ARP1	3646349
FUR1	3646348
C5_03410C_A	3646347
C5_03430W_A	3646346
C5_03460C_A	3646345
C6_04370W_A	3646294
GLE2	3646293
FLO8	3646292
C6_04340W_A	3646291
NOP8	3646290
C6_04320C_A	3646289
PEX11	3646288
C6_04300W_A	3646286
ATM1	3646284
C6_04190C_A	3646282
C6_04290W_A	3646280
C6_04280W_A	3646279
CDC39	3646278
C6_04260C_A	3646277
C6_04240W_A	3646276
C6_04230W_A	3646274
HBR2	3646273
C7_03500W_A	3646246
GYP7	3646245
TIM9	3646243
C7_03620C_A	3646242
C7_03610C_A	3646241
MNN26	3646240
C7_03590C_A	3646239
C7_03580C_A	3646238
ARG4	3646237
C7_03560W_A	3646236
C7_03550C_A	3646235
ENP2	3646234
ISY1	3646233
PNC1	3646232
C7_03480W_A	3646230
C7_03680W_A	3646228
DED81	3646227
C7_03660C_A	3646226
C7_03650W_A	3646224
C7_03640C_A	3646223
C4_05250W_A	3646158
VPH1	3646157
C4_05230C_A	3646156
C4_05220C_A	3646155
C4_05210W_A	3646154
C4_05200C_A	3646153
EDC3	3646152
ELC1	3646151
VPS16	3646150
C1_04530C_A	3646149
PHO85	3646148
C1_04510W_A	3646147
ICL1	3646146
C1_04490W_A	3646145
TUS1	3646144
C1_04470C_A	3646142
C1_04460C_A	3646140
C1_04440W_A	3646138
C1_04620W_A	3646135
ATP1	3646134
C1_04600C_A	3646133
C1_04580C_A	3646132
CHL4	3646131
C1_04560W_A	3646130
C6_00430C_A	3646089
SRO77	3646088
C6_00400C_A	3646087
C6_00390W_A	3646086
C6_00380C_A	3646085
NOP5	3646084
C6_00360C_A	3646083
C6_00200C_A	3646082
C6_00180C_A	3646081
C6_00190W_A	3646080
PKH3	3646075
C6_00340C_A	3646074
GNP1	3646073
DNA2	3646072
C6_00310W_A	3646071
STV1	3646070
C6_00290W_A	3646069
CPH2	3646067
C6_00270W_A	3646066
C6_00260W_A	3646065
C6_00250W_A	3646063
C6_00240C_A	3646062
C6_00230W_A	3646061
C6_00210W_A	3646060
CR_07300W_A	3646059
CR_07310W_A	3646058
CR_07320C_A	3646057
CR_07340C_A	3646056
CR_07350W_A	3646055
PIF1	3646054
CR_07370W_A	3646053
KSR1	3646052
MNL1	3646050
CR_07460C_A	3646049
CR_07470W_A	3646048
CR_07480W_A	3646047
GLK4	3646046
CR_07200W_A	3646044
ARC15	3646043
CR_07220C_A	3646040
MRPL8	3646039
LPD1	3646037
KGD2	3646036
ACE2	3646034
CR_07230W_A	3646031
CLG1	3646030
CR_07250C_A	3646028
CR_07260C_A	3646027
HGT16	3646026
FRE30	3646025
FRE7	3646024
LIP4	3645987
C6_04480C_A	3645986
C6_04470C_A	3645985
C6_04440C_A	3645983
C6_04450W_A	3645982
CST5	3645981
C6_04650W_A	3645979
NAG4	3645978
C6_04560W_A	3645977
C6_04550C_A	3645976
HAT2	3645973
C6_04530C_A	3645970
NAG3	3645969
DAC1	3645967
NAG1	3645966
HXK1	3645964
NAG6	3645961
ILS1	3645956
C6_04510C_A	3645955
TSM1	3645953
C6_04420W_A	3645951
C6_04410C_A	3645950
C6_04400W_A	3645949
C7_01180W_A	3645915
C7_01170C_A	3645914
C7_01150W_A	3645913
C7_01130C_A	3645912
MED11	3645910
C7_01280C_A	3645909
C7_01270C_A	3645908
ASC1	3645907
C7_01230C_A	3645906
GCN3	3645905
C7_01210C_A	3645904
DBP7	3645903
C7_01190W_A	3645902
C7_01370W_A	3645901
C7_01360C_A	3645900
C7_01350C_A	3645899
MRE11	3645898
GCN2	3645897
C7_01320W_A	3645896
PSF1	3645894
C7_01400C_A	3645893
C7_01390W_A	3645892
C7_01380W_A	3645891
SWD3	3645890
C6_02160W_A	3645889
C6_02150C_A	3645888
C6_02140W_A	3645886
C6_02420W_A	3645885
C6_02410W_A	3645884
C6_02380W_A	3645883
C6_02370C_A	3645882
C6_02350C_A	3645881
NIP7	3645880
HRR25	3645878
C6_02330W_A	3645877
IPL1	3645876
C6_02310W_A	3645875
C6_02300C_A	3645874
C6_02290C_A	3645873
C6_02280W_A	3645872
ALG11	3645871
SEC27	3645870
C6_02250W_A	3645869
RPL10A	3645868
C6_02230W_A	3645866
SAR1	3645865
C6_02210W_A	3645864
C6_02200C_A	3645863
C6_02190C_A	3645862
C6_02180W_A	3645861
PIR1	3645801
BUD20	3645800
C2_08890W_A	3645799
C2_08910C_A	3645798
C2_08920W_A	3645797
C2_08930W_A	3645795
VPS28	3645794
C2_09030W_A	3645793
C2_09040W_A	3645792
C2_09050C_A	3645791
ASN1	3645790
C2_08950W_A	3645788
C2_08960C_A	3645787
DFG10	3645786
PGA55	3645784
C2_08990C_A	3645783
C2_09000C_A	3645782
STB3	3645781
CDC47	3645780
C2_08860W_A	3645776
C4_00580W_A	3645773
C4_00590C_A	3645772
MUC1	3645771
C4_00610W_A	3645770
SPC2	3645769
SEC72	3645768
C4_00640W_A	3645767
C4_00730C_A	3645765
C4_00740W_A	3645764
C4_00750C_A	3645763
ZCF21	3645762
C4_00770C_A	3645760
C4_00780C_A	3645759
MLH1	3645758
C4_00800W_A	3645757
HIS5	3645756
C4_00660W_A	3645755
TOK1	3645754
C4_00680W_A	3645753
C4_00690C_A	3645752
C4_00700C_A	3645751
C4_00710W_A	3645750
CSP2	3645749
RLP24	3645748
PAM18	3645747
C4_00530C_A	3645746
NMD5	3645745
C4_00560C_A	3645744
PCT1	3645743
C4_00810C_A	3645742
C4_00820W_A	3645741
SPS20	3645739
CR_06960W_A	3645737
CR_06970C_A	3645736
CR_06980W_A	3645735
CR_06990W_A	3645734
POL2	3645733
MIS11	3645732
CR_07020W_A	3645731
CR_07030C_A	3645730
SPT10	3645729
URA2	3645728
CRZ2	3645725
ALS2	3645724
DSL1	3645718
CSC25	3645660
HTB1	3645659
HTA1	3645658
C3_03930W_A	3645657
ECM18	3645655
C3_03620C_A	3645654
DAL9	3645653
HBR3	3645652
IRS4	3645650
C3_03670W_A	3645649
C3_03680W_A	3645648
C3_03690W_A	3645647
CCC1	3645645
GTT11	3645644
PHB1	3645641
C3_03740W_A	3645640
ORC3	3645639
C3_03760W_A	3645638
C3_03780W_A	3645637
C3_03770C_A	3645636
MEU1	3645635
PTR22	3645634
RAD53	3645633
C3_03820C_A	3645631
C3_03830W_A	3645630
C3_03840C_A	3645628
SOL1	3645627
C3_03860W_A	3645626
SAP9	3645625
PEP8	3645624
C2_05800C_A	3645584
RFC1	3645582
MKK2	3645580
C2_05770W_A	3645579
C2_05760C_A	3645578
C2_05750W_A	3645577
SPO7	3645576
GWT1	3645575
C2_05720C_A	3645574
OSM1	3645573
YTH1	3645572
COG4	3645571
C2_05670C_A	3645570
PNG2	3645568
VPS35	3645567
C2_05640W_A	3645566
RPS8A	3645565
C2_05590C_A	3645564
C2_05580W_A	3645563
C2_05570C_A	3645562
C2_05560W_A	3645561
C2_05550W_A	3645560
C2_05540C_A	3645559
C2_04430W_A	3645469
C2_04440W_A	3645468
C2_04450W_A	3645467
LYS22	3645466
ADH3	3645465
C2_04480W_A	3645464
C2_04490W_A	3645463
C2_04500W_A	3645462
C2_04360W_A	3645461
C2_04370W_A	3645460
C2_04380C_A	3645459
C2_04390W_A	3645458
C2_04400W_A	3645457
C2_04410W_A	3645455
IFA4	3645454
C2_04330C_A	3645453
C2_04340C_A	3645452
SUV3	3645451
RIM2	3645448
C2_04520C_A	3645447
MED8	3645446
GDT1	3645445
NDH51	3645444
KTR2	3645443
C2_04570W_A	3645441
ERG20	3645440
RPL17B	3645439
C2_04620W_A	3645438
UGA2	3645436
C1_01820C_A	3645435
UBC8	3645433
C1_01840C_A	3645432
C1_01850C_A	3645431
C1_01860W_A	3645430
CYS4	3645429
PTR3	3645428
C1_01890C_A	3645427
C1_01900C_A	3645426
C1_01910W_A	3645425
ROA1	3645424
C1_01940C_A	3645422
C1_01950C_A	3645421
HGT1	3645420
HSP30	3645419
C1_02000W_A	3645418
ZCF24	3645417
C1_02020W_A	3645416
C1_02030C_A	3645415
CTN1	3645414
C1_01750W_A	3645413
FGR38	3645412
MAK32	3645411
HOL4	3645409
SWI4	3645408
C1_01800W_A	3645407
RBT1	3645377
C4_03530W_A	3645376
ECM38	3645375
RAD2	3645374
C4_03560W_A	3645373
HWP1	3645372
C4_03580W_A	3645369
OSH3	3645368
C4_03600C_A	3645366
CDR3	3645365
SPO75	3645364
C4_03680C_A	3645363
C4_03690C_A	3645362
C4_03700W_A	3645361
C4_03710C_A	3645360
C4_03720C_A	3645359
C4_03730C_A	3645358
C4_03740W_A	3645357
C4_03750C_A	3645356
C4_03760W_A	3645355
C4_03770W_A	3645354
C4_03780C_A	3645353
RPN6	3645352
NUP84	3645351
C4_03810W_A	3645350
PHO84	3645348
BTA1	3645347
C1_11600W_A	3645346
C1_11610C_A	3645345
C1_11620W_A	3645344
FUS1	3645342
DPP2	3645341
EGD1	3645340
GAD1	3645339
C1_11670W_A	3645338
ARO7	3645337
C1_11510C_A	3645336
ZCF3	3645335
C1_11530C_A	3645334
CTA3	3645333
GAR1	3645332
C1_11560C_A	3645331
C1_11580W_A	3645330
PLD1	3645329
C1_11760C_A	3645328
C1_11770C_A	3645327
C1_11790W_A	3645326
C1_11800C_A	3645325
CAS1	3645324
C1_11690W_A	3645322
MRF1	3645321
C1_11710C_A	3645320
C1_11720W_A	3645319
C1_11730W_A	3645318
C1_11740W_A	3645317
AVT4	3645316
CR_06430W_A	3645282
BCR1	3645280
CR_06450W_A	3645279
GST3	3645278
CR_06470W_A	3645277
RRN11	3645276
HSP60	3645275
CR_06500C_A	3645274
CR_07170W_A	3645271
EMP46	3645270
CR_07190W_A	3645269
TSC11	3645267
PPZ1	3645265
CR_06510W_A	3645264
CR_06520C_A	3645263
CR_06530W_A	3645262
KIP1	3645261
CR_06550C_A	3645260
C2_07360W_A	3645236
C2_07370W_A	3645233
SSC1	3645232
C2_07390C_A	3645229
NOC4	3645224
MCM3	3645223
C2_07540W_A	3645222
C2_07550W_A	3645221
SWR1	3645220
RNR22	3645217
C2_07580W_A	3645216
VMA10	3645215
MSC7	3645214
LPT1	3645212
HEM15	3645211
MED4	3645209
C2_07510W_A	3645208
C2_07520C_A	3645207
C2_07530C_A	3645205
1-Apr	3645204
C2_07410W_A	3645203
C2_07420W_A	3645202
C2_07430C_A	3645201
C2_07440C_A	3645200
RCL1	3645199
TAF4	3645198
YCS4	3645196
C2_07610C_A	3645195
C2_07620W_A	3645194
C2_07630C_A	3645193
C2_07640W_A	3645192
CR_03340C_A	3645144
CR_03350C_A	3645142
CR_03360W_A	3645141
KTI12	3645140
MTG1	3645139
YKU80	3645138
CR_03400W_A	3645137
CR_03410W_A	3645136
DPS1-1	3645134
CR_03180W_A	3645133
CR_03200C_A	3645131
SSU72	3645129
CR_03220C_A	3645128
CR_03230W_A	3645127
CR_03240C_A	3645126
CR_03110W_A	3645124
CR_03120W_A	3645123
CR_03130W_A	3645121
SYN8	3645120
SYS3	3645119
CR_03160W_A	3645117
NOT4	3645115
CR_03430W_A	3645114
CR_03440W_A	3645112
HGT18	3645111
ZCF11	3645109
ARC1	3645108
CR_03070W_A	3645105
CR_03080C_A	3645104
SMC5	3645103
CR_03250C_A	3645102
CR_03270W_A	3645101
IFR2	3645100
IME2	3645099
CR_03300C_A	3645098
CR_03310C_A	3645097
CR_03320C_A	3645096
CR_03330W_A	3645095
STE24	3645040
ATP2	3645039
C4_00260W_A	3645037
PRO3	3645036
C4_00250W_A	3645035
C4_00230W_A	3645034
SUB2	3645033
C4_00210W_A	3645032
MET15	3645031
C4_00190W_A	3645030
ECM7	3645029
C4_00170W_A	3645028
CAR2	3645027
PEX5	3645026
HIS4	3645025
MEP2	3645022
C4_00420C_A	3645021
C4_00410W_A	3645019
MNR2	3645017
C4_00390W_A	3645016
C4_00380W_A	3645015
HOF1	3645014
C4_00490W_A	3645013
DUR4	3645012
C4_00470C_A	3645011
C4_00460C_A	3645010
PGA10	3645009
OPT7	3645008
RBT5	3645007
PGA7	3645006
FRP1	3645005
C4_00100C_A	3645004
PHR3	3645003
RCH1	3645002
PEP7	3645001
PTC7	3645000
C4_00320C_A	3644999
MNN10	3644997
SWI1	3644996
C4_00290C_A	3644994
PHO113	3644946
SEF1	3644945
RAD51	3644944
CR_02210W_A	3644943
PGA23	3644941
PGA22	3644939
CR_02300C_A	3644938
KAR4	3644937
CR_02340W_A	3644936
GEF2	3644935
IDP2	3644934
ERG25	3644933
CR_02380C_A	3644931
CR_02390W_A	3644930
PHO112	3644929
CR_02410W_A	3644928
CR_02420W_A	3644926
CR_02430C_A	3644924
CR_02440W_A	3644923
CR_02460W_A	3644922
OPT3	3644918
OPT2	3644915
CEX1	3644913
CR_02260C_A	3644912
CR_02270C_A	3644911
CR_06030C_A	3644874
CR_06020W_A	3644873
CR_06010W_A	3644870
ZCF19	3644869
CR_06230W_A	3644867
ARC40	3644866
CR_06170W_A	3644865
DAD3	3644864
ADE13	3644863
CR_06140W_A	3644862
CR_06310W_A	3644860
FGR50	3644859
CR_06290C_A	3644856
CR_06270W_A	3644854
CR_06260W_A	3644853
CR_06250W_A	3644852
CR_07600W_A	3644849
PGI1	3644847
CR_06330C_A	3644846
CR_06320C_A	3644845
RFX1	3644844
CR_06100C_A	3644842
SIS1	3644841
CR_06070W_A	3644840
CDC28	3644838
CR_06040W_A	3644836
MNN15	3644794
C1_04910C_A	3644793
C1_04930C_A	3644792
C1_04940C_A	3644791
RPM2	3644790
C1_04800C_A	3644789
TCO89	3644788
C1_04820C_A	3644787
SEC21	3644786
C1_04840C_A	3644785
C1_04860W_A	3644784
SAP7	3644783
MRPL37	3644782
YBN5	3644781
LPG20	3644780
IFE1	3644778
SYG1	3644777
ERG3	3644776
C1_04780C_A	3644774
C1_04790W_A	3644772
"DUR1,2"	3644771
HAT1	3644770
PIL1	3644769
C1_04690C_A	3644767
C1_04700C_A	3644766
C1_04710C_A	3644764
LYS21	3644763
C1_04630C_A	3644762
C1_04640W_A	3644761
DUR3	3644760
C1_04230W_A	3644722
C1_04220C_A	3644721
CDC3	3644719
C1_04200C_A	3644718
C1_04190C_A	3644717
C1_04180W_A	3644716
HTA2	3644715
C1_04160C_A	3644714
GPM2	3644713
GIG1	3644712
SSA2	3644711
ACS2	3644710
C1_04280C_A	3644709
C1_04270C_A	3644708
HHT21	3644707
HHF1	3644705
C1_04150C_A	3644704
IFD6	3644703
ERB1	3644702
C1_04120C_A	3644701
C1_04110W_A	3644699
POR1	3644698
C1_04090C_A	3644697
MAD2	3644696
BET4	3644695
IFI3	3644694
MNS1	3644692
WAR1	3644691
C1_03750W_A	3644690
STR2	3644689
SKO1	3644688
HMG1	3644687
C1_04340C_A	3644685
RPN4	3644684
C1_03790C_A	3644682
RPP1	3644681
ELA1	3644680
PDR16	3644679
C1_03830C_A	3644678
CWH8	3644598
C1_02240W_A	3644597
7-Sep	3644596
C1_02220C_A	3644595
C1_02210W_A	3644594
C1_02200C_A	3644593
ABP140	3644592
GAL7	3644591
SET6	3644590
HSP31	3644589
PHO91	3644588
C1_02040C_A	3644586
GAL102	3644585
C1_02160W_A	3644584
GAL10	3644583
GAL1	3644581
SHA3	3644580
HGT2	3644579
C1_02100W_A	3644578
C1_02090C_A	3644577
C1_02370C_A	3644576
PGA5	3644575
TIM21	3644573
C1_02320C_A	3644572
C1_02310C_A	3644570
C1_02300W_A	3644569
C1_02290C_A	3644568
PSY2	3644567
C1_02270C_A	3644566
AGE3	3644565
GPD2	3644563
PLB2	3644562
PLB1	3644561
C6_01980C_A	3644560
C6_01960W_A	3644559
C6_01950C_A	3644558
CHO1	3644557
C1_11250W_A	3644556
C1_11270W_A	3644555
C1_11280W_A	3644554
C1_11290W_A	3644553
C1_11300C_A	3644552
PSP1	3644551
SMT3	3644550
PRM1	3644549
TOS4	3644548
C1_11370C_A	3644547
NEP1	3644545
C1_11390W_A	3644544
GIN4	3644543
KRR1	3644542
C1_11430W_A	3644541
GIN1	3644539
SAM2	3644538
DPP1	3644537
YHM1	3644535
C6_01920C_A	3644534
ADK1	3644533
HAP43	3644531
TIM50	3644530
FGR39	3644529
SKP1	3644485
PEX3	3644484
PHO100	3644483
C1_07440W_A	3644482
RIA1	3644478
ZCF23	3644477
CCS1	3644476
SOG2	3644475
YMC1	3644474
C1_07210C_A	3644473
C1_07340W_A	3644472
GPX3	3644471
C1_07360W_A	3644470
CPH1	3644468
KSP1	3644467
C1_07390W_A	3644466
C1_07400C_A	3644464
GAP4	3644463
C1_07130C_A	3644462
C1_07220W_A	3644460
PHO15	3644459
YPD1	3644458
ALG9	3644457
C1_07260C_A	3644456
SEC34	3644455
RME1	3644453
C1_10840C_A	3644452
C1_10850W_A	3644451
ADA2	3644450
C1_10880W_A	3644449
C1_10890C_A	3644447
C1_10910C_A	3644445
C1_10690W_A	3644443
SFT2	3644442
HNT1	3644441
CDC48	3644440
ALP1	3644437
C1_10810W_A	3644436
C1_10820C_A	3644435
BIG1	3644434
C1_10920W_A	3644433
UBA4	3644432
C1_10950C_A	3644428
C1_10970W_A	3644427
C1_10980W_A	3644425
RTG3	3644423
C1_11000C_A	3644422
C1_11010C_A	3644421
C1_11020W_A	3644420
RPL82	3644419
C1_11050W_A	3644418
PET127	3644417
C1_11080W_A	3644416
C1_11090C_A	3644415
C1_11100W_A	3644414
C1_11110C_A	3644413
C1_11120C_A	3644412
FGR16	3644411
C1_11140W_A	3644410
NIT3	3644408
C1_10710C_A	3644407
MNN2	3644405
C1_10730W_A	3644404
ASR1	3644402
VPS23	3644401
C1_11160C_A	3644399
WBP1	3644398
ARL3	3644397
C1_11200W_A	3644396
TRK1	3644153
CR_08000C_A	3644150
CR_07870W_A	3644146
EFG1	3644145
CR_07910C_A	3644142
CR_07920W_A	3644141
CR_07940W_A	3644139
IMP4	3644138
FGR32	3644136
CR_08040W_A	3644135
CR_08050C_A	3644133
C5_00840W_A	3644130
ERV46	3644129
C5_00820W_A	3644128
C5_00810C_A	3644127
C5_00800C_A	3644126
C5_00790C_A	3644125
C5_00780C_A	3644124
FOL1	3644123
C5_00760W_A	3644122
C5_00750C_A	3644121
CTF8	3644120
HYR3	3644119
IFF8	3644117
SPE2	3644116
TFB3	3644115
C2_09110C_A	3644114
C2_09100C_A	3644113
FGR18	3644112
C2_09070C_A	3644111
C2_09360W_A	3644109
TAZ1	3644108
C2_09340W_A	3644107
C2_09330C_A	3644106
PES1	3644105
C2_09310C_A	3644104
MED18	3644103
C2_09280C_A	3644102
FAA2-1	3644100
C2_06080C_A	3644098
C2_06090W_A	3644097
PMT4	3644096
C2_06110W_A	3644094
C2_09180W_A	3644092
SLP2	3644091
C2_09160W_A	3644090
MIT1	3644089
MET10	3644088
IFF6	3644087
C2_06120C_A	3644084
CSM3	3644083
C2_06140C_A	3644082
RPN10	3644080
C2_06160W_A	3644079
KAR3	3644078
ECM17	3644077
C2_05980C_A	3644075
C2_05990C_A	3644074
LAS1	3644073
SPO72	3644072
CNT	3644071
C2_06030W_A	3644070
C2_06040C_A	3644069
SGT1	3644068
GLO2	3644067
C2_09250W_A	3644065
C2_09240C_A	3644064
KIS1	3644063
DDR48	3644061
EBP1	3644060
CIC1	3644059
RCN1	3644058
CDC20	3644057
ARC18	3644056
C6_01130W_A	3644055
C6_01120C_A	3644054
FAD2	3644053
SEC9	3644052
HAL22	3644051
C6_01020W_A	3644050
KAR5	3644049
C6_01000C_A	3644048
RIM9	3644047
C6_00980C_A	3644046
HAL21	3644045
C6_01220C_A	3644042
C6_01200W_A	3644041
VPS15	3644040
CAN1	3644035
TOP1	3644034
C6_00940C_A	3644033
C6_00930C_A	3644032
C6_00920W_A	3644031
C6_00910C_A	3644030
C6_00900C_A	3644029
C6_00890W_A	3644028
PEX7	3644027
FIG1	3644025
C6_01300W_A	3644024
QDR3	3644023
EXO84	3644022
C6_01090C_A	3644020
C6_01080C_A	3644019
CIP1	3644018
CAN2	3644017
C6_01050W_A	3644015
C6_01040C_A	3644014
ILV5	3644012
GPX1	3644011
C6_00850W_A	3644010
GPX2	3644009
C2_09980W_A	3643965
YOR1	3643964
C2_10010C_A	3643962
CMK2	3643961
PUS7	3643960
SPT23	3643958
SLR1	3643957
C2_10300C_A	3643955
KIP2	3643954
C2_10020C_A	3643952
MP65	3643951
C2_10050W_A	3643949
C2_10060C_A	3643948
C2_10070W_A	3643946
RAP1	3643945
C2_10320C_A	3643944
C2_10330C_A	3643943
HEM4	3643942
ACS1	3643941
HEM3	3643940
C2_10090C_A	3643939
CWC22	3643938
CYC1	3643937
C2_10120W_A	3643936
C2_10130W_A	3643935
C2_10140W_A	3643934
C2_10150W_A	3643933
C2_10160W_A	3643932
C2_10170C_A	3643931
IFR1	3643930
OCA1	3643929
C2_10200W_A	3643928
RAS1	3643927
PHO23	3643926
C2_10230W_A	3643925
GPD1	3643924
SET2	3643923
C2_08510W_A	3643922
C2_08530C_A	3643921
C2_08540C_A	3643920
MSU1	3643919
SMC2	3643918
ANP1	3643917
C2_08580W_A	3643916
YWP1	3643915
GTR1	3643914
ERG9	3643913
C2_08620W_A	3643912
C2_08630C_A	3643910
PST2	3643909
C2_08650W_A	3643908
C2_08660C_A	3643907
UTP15	3643906
C2_08450W_A	3643905
C2_08460C_A	3643903
STN1	3643901
RRP8	3643900
DSE1	3643899
RSP5	3643898
C2_08420W_A	3643897
PGA46	3643896
C2_08830W_A	3643894
C2_08840W_A	3643891
C2_08850C_A	3643890
MSH3	3643889
C2_08690C_A	3643888
C2_08700C_A	3643887
PEX17	3643886
C2_08720W_A	3643885
MFG1	3643884
C2_08740W_A	3643882
C2_08750W_A	3643881
TIF4631	3643880
C2_08770C_A	3643878
RPT6	3643877
JEM1	3643876
APE3	3643875
IPP1	3643874
SPO11	3643873
C2_09930W_A	3643824
GCN4	3643823
FCY21	3643822
C2_09960W_A	3643821
C2_09970C_A	3643820
C2_09480W_A	3643819
PHO13	3643818
C2_09500W_A	3643817
C2_09510C_A	3643816
CCT2	3643815
EAP1	3643814
C2_09560C_A	3643813
C2_09570C_A	3643811
AGE2	3643810
SSO2	3643809
LEU42	3643808
C2_09760W_A	3643807
INP51	3643806
C2_09780C_A	3643805
C2_09790W_A	3643804
C2_09800C_A	3643803
C2_09810C_A	3643802
C2_09820W_A	3643801
C2_09590C_A	3643800
C2_09600C_A	3643799
C2_09610W_A	3643798
C2_09620W_A	3643797
C2_09630C_A	3643796
PMI1	3643795
C2_09650W_A	3643794
C2_09660W_A	3643793
C2_09670C_A	3643792
C2_09680W_A	3643791
C2_09690C_A	3643789
YEA4	3643787
C2_09710C_A	3643786
SUP35	3643785
IPK2	3643784
MTW1	3643783
C2_09850C_A	3643782
C2_09860C_A	3643781
C2_09870W_A	3643780
C2_09880C_A	3643779
SMM1	3643778
TIM23	3643777
C2_09920W_A	3643776
C5_01980C_A	3643775
C5_01990W_A	3643774
ACH1	3643773
C5_02010C_A	3643772
C5_02020C_A	3643771
RPN8	3643770
C5_02040W_A	3643769
C5_02050W_A	3643768
MTLA2	3643766
PIKA	3643765
OBPA	3643764
PAP1	3643763
HIP1	3643761
FCR3	3643760
STI1	3643758
HAL9	3643757
TAC1	3643755
ZNC1	3643754
C5_01870W_A	3643752
C5_01880C_A	3643751
C5_01890W_A	3643750
C5_02060W_A	3643748
C5_02070C_A	3643746
HSP12	3643745
GIS2	3643744
C5_01920C_A	3643742
C5_01930W_A	3643741
C5_01940W_A	3643740
RIM21	3643739
C5_01960C_A	3643738
CDC24	3643737
DAL52	3643736
CCN1	3643735
CCT7	3643734
MRPL36	3643733
C5_01710C_A	3643732
RCY1	3643731
C5_01730W_A	3643730
MTLA1	3643729
C3_05400C_A	3643681
GPI1	3643680
C3_05380W_A	3643679
YST1	3643678
C3_05360C_A	3643676
SMI1B	3643675
DIE2	3643674
DNM1	3643673
C3_05510W_A	3643672
TEA1	3643671
C3_05460W_A	3643670
C3_05450C_A	3643669
C3_05440C_A	3643668
C3_05430W_A	3643667
C3_05420W_A	3643666
C3_05410W_A	3643665
ATO6	3643664
BAT22	3643663
GAP2	3643662
QDR2	3643661
PRE3	3643660
C3_05550C_A	3643659
C3_05540C_A	3643658
OST1	3643657
C3_05660C_A	3643656
YCK2	3643655
C3_05640W_A	3643654
GTT1	3643653
ATO5	3643652
MNN14	3643651
